Unnamed: 0,company,department,employee_id,age,age_when_joined,years_in_the_company,salary,annual_bonus,prior_years_experience,full_time,part_time,contractor,bonus_adicional,aumento_salario,clave_compuesta,rango_edad
2725,Glasses,AI,22,34,32,2,90033.003191945,24792.91,1,0.1354495941615888,0.8645504058384113,0.7564466097472832,750.2750265995418,13504.950478791749,Glasses_AI_22,31-40
2726,Cheerper,BigData,79,42,35,7,41018.814218981366,18731.15217771056,2,0.0,1.0,0.0,341.82345182484477,6152.822132847205,Cheerper_BigData_79,41-50
2727,Glasses,Design,1,30,22,9,138034.36938752758,17301.37015024918,2,1.0,0.0,0.0,1150.2864115627299,20705.155408129136,Glasses_Design_1,21-30
2728,Glasses,AI,31,44,38,6,99800.65931566062,18278.37254657049,2,0.7152631400914287,0.28473685990857134,0.0,831.6721609638386,14970.098897349093,Glasses_AI_31,41-50
2729,Pear,Sales,26,34,27,7,103206.79963833113,24792.91,1,1.0,0.0,0.3710661535686176,860.0566636527595,15481.019945749667,Pear_Sales_26,31-40
2730,Glasses,BigData,60,34,30,4,40000.0,24792.91,1,0.4493893871362884,0.5506106128637116,0.7083471271870673,333.3333333333333,6000.0,Glasses_BigData_60,31-40
2731,Pear,Sales,9,30,23,4,135928.8116827743,14552.890460051358,4,1.0,0.0,0.0,1132.7400973564527,0.0,Pear_Sales_9,21-30
2732,Glasses,AI,24,49,48,1,114863.87612673474,20864.31524176208,2,0.2445468461987029,0.7554531538012971,0.7697478203686385,957.1989677227897,0.0,Glasses_AI_24,41-50
2733,Pear,Sales,6,47,43,4,130200.8142098843,20353.65527459146,1,0.6240205202328635,0.3759794797671365,0.7041494601374343,1085.006785082369,19530.122131482643,Pear_Sales_6,41-50
2734,Cheerper,BigData,53,43,37,6,45116.10465309151,14590.804976381292,3,0.32423305967797156,0.6757669403220284,0.4874541580773699,375.96753877576265,6767.415697963726,Cheerper_BigData_53,41-50
2735,Cheerper,Support,23,33,26,7,57528.92912953651,21532.487111934213,2,0.0,1.0,0.0,479.40774274613767,8629.339369430476,Cheerper_Support_23,31-40
2736,Glasses,Search Engine,23,33,25,8,86463.9489235212,17905.76820270618,3,0.7116721980160023,0.28832780198399766,0.0,720.53290769601,12969.592338528179,Glasses_Search Engine_23,31-40
2737,Glasses,AI,1,34,29,5,121956.08795167712,22311.37604805766,1,0.5445590058961733,0.45544099410382666,0.5458842955923426,1016.3007329306428,18293.413192751566,Glasses_AI_1,31-40
2738,Pear,Sales,1,35,35,1,153000.0,24792.91,2,1.0,0.0,0.5515939152507005,1275.0,0.0,Pear_Sales_1,31-40
2739,Cheerper,Support,37,35,28,7,40000.0,17247.879349376308,1,0.0,1.0,0.5260984728558112,333.3333333333333,6000.0,Cheerper_Support_37,31-40
2740,Pear,Sales,47,40,34,5,92757.43958934804,14057.451294722696,3,0.757232406732218,0.24276759326778197,0.2839207656263794,772.9786632445671,13913.615938402205,Pear_Sales_47,31-40
2741,Pear,Sales,2,33,29,5,120375.70054185831,24792.91,1,0.703404165042472,0.29659583495752795,0.8308009421226412,1003.1308378488193,18056.355081278747,Pear_Sales_2,31-40
2742,Cheerper,Search Engine,27,38,29,9,62917.406789876426,24792.91,1,0.07208259508961223,0.9279174049103878,0.0132843302359893,524.3117232489702,9437.611018481464,Cheerper_Search Engine_27,31-40
2743,Glasses,Design,56,47,42,6,96998.50932697144,23163.64113304429,1,0.2723701931316329,0.7276298068683671,0.0,808.3209110580955,14549.776399045715,Glasses_Design_56,41-50
2744,Pear,Sales,1,43,40,3,134566.82687410578,19455.293155672414,2,1.0,0.0,0.8976091874840719,1121.3902239508816,20185.024031115867,Pear_Sales_1,41-50
2745,Glasses,AI,35,30,29,1,80940.96862087531,16098.262433561713,3,0.4251059495781494,0.5748940504218506,0.3407341303080954,674.5080718406276,0.0,Glasses_AI_35,21-30
2746,Pear,Design,58,47,45,2,85295.30310184768,11464.573433281326,3,0.4316124842577629,0.5683875157422371,0.7872713058083758,710.7941925153973,0.0,Pear_Design_58,41-50
2747,Glasses,AI,10,46,44,2,129888.36982525946,13549.729610029535,4,0.7119789676009401,0.28802103239905985,0.2597780359533215,1082.4030818771623,0.0,Glasses_AI_10,41-50
2748,Cheerper,BigData,54,44,40,4,72002.75162201737,16498.05753227076,3,0.2451727004393639,0.7548272995606361,0.0897242898189293,600.0229301834781,10800.412743302606,Cheerper_BigData_54,41-50
2749,Glasses,Design,42,38,35,4,88770.73640740832,22021.351210015444,2,0.3601670963079296,0.6398329036920705,0.5649622952493678,739.7561367284026,13315.610461111248,Glasses_Design_42,31-40
2750,Cheerper,Support,44,32,25,7,57193.598085041536,20205.86497914888,2,0.0,1.0,0.0,476.6133173753462,8579.03971275623,Cheerper_Support_44,31-40
2751,Glasses,Search Engine,56,49,48,1,84248.32995516877,16343.367109564304,4,0.7315123221945687,0.2684876778054313,0.865361160237978,702.0694162930731,0.0,Glasses_Search Engine_56,41-50
2752,Glasses,Search Engine,45,45,41,4,83252.11056942923,18401.942767055763,2,0.4832596311743108,0.5167403688256892,0.1121530630040837,693.767588078577,12487.816585414384,Glasses_Search Engine_45,41-50
2753,Cheerper,BigData,35,49,48,3,103773.92381205618,13850.93081945333,3,0.4065655070527614,0.5934344929472386,0.1921945508953403,864.7826984338016,0.0,Cheerper_BigData_35,41-50
2754,Pear,Sales,53,38,34,4,80951.87577435932,19321.5779204604,2,0.4655286141864067,0.5344713858135933,0.8204895232789695,674.5989647863277,12142.781366153897,Pear_Sales_53,31-40
2755,Glasses,Search Engine,13,44,43,1,79998.30099846849,12048.78139755688,4,0.9163900062748365,0.0836099937251635,0.9260663715715104,666.6525083205707,0.0,Glasses_Search Engine_13,41-50
2756,Glasses,Search Engine,17,46,48,1,96381.18719630108,15539.77732961234,3,0.6339666826397018,0.3660333173602982,0.8318224006644912,803.1765599691757,0.0,Glasses_Search Engine_17,41-50
2757,Cheerper,BigData,16,32,23,9,68824.12174292815,18241.22195284308,2,0.0,1.0,0.0,573.5343478577346,10323.618261439222,Cheerper_BigData_16,31-40
2758,Cheerper,BigData,1,33,30,3,132594.0699173891,20137.2713932328,3,0.5314500733114089,0.468549926688591,0.1334977968044297,1104.9505826449092,0.0,Cheerper_BigData_1,31-40
2759,Glasses,AI,38,33,28,5,88367.72383374492,16757.505110533122,3,0.5905479439663441,0.40945205603365586,0.0,736.3976986145411,13255.158575061738,Glasses_AI_38,31-40
2760,Glasses,Search Engine,53,35,30,5,40000.0,20008.49687960937,2,0.5772513102681582,0.4227486897318417,1.0,333.3333333333333,6000.0,Glasses_Search Engine_53,31-40
2761,Glasses,Search Engine,28,36,31,5,74049.08465308955,16631.715146839324,3,0.4743589821073904,0.5256410178926096,0.2703594446817178,617.075705442413,11107.362697963432,Glasses_Search Engine_28,31-40
2762,Cheerper,BigData,1,39,35,4,96570.93964291865,18767.80554802203,3,0.7970852077716377,0.2029147922283623,0.6585070609059767,804.7578303576555,14485.640946437796,Cheerper_BigData_1,31-40
2763,Glasses,AI,36,46,40,6,95270.63169750509,23198.169008653294,1,0.44601357373895767,0.5539864262610423,0.0022358597609132,793.9219308125424,14290.594754625763,Glasses_AI_36,41-50
2764,Cheerper,BigData,14,35,29,7,70116.40789749312,19785.965816493084,3,0.37393876544509896,0.626061234554901,0.2704439583989166,584.303399145776,10517.461184623968,Cheerper_BigData_14,31-40
2765,Cheerper,BigData,39,34,29,5,84313.41557864798,9000.0,5,0.8261413098696184,0.17385869013038158,0.0,702.6117964887331,0.0,Cheerper_BigData_39,31-40
2766,Pear,Sales,11,33,30,3,140266.4271441883,24792.91,1,0.8568209110230218,0.14317908897697817,0.1151722927791411,1168.8868928682357,21039.96407162824,Pear_Sales_11,31-40
2767,Pear,Design,23,48,46,2,95536.96623241258,22459.671129013608,1,0.0363901705794856,0.9636098294205144,1.0,796.1413852701048,14330.544934861888,Pear_Design_23,41-50
2768,Pear,Design,80,39,37,2,63179.99143431635,15131.159947872364,3,0.4020397942584092,0.5979602057415908,0.4227793236912197,526.499928619303,0.0,Pear_Design_80,31-40
2769,Glasses,AI,20,42,34,8,75257.73823860128,10896.570533069422,3,0.3370777918657105,0.6629222081342895,0.5215294862441325,627.1478186550106,11288.66073579019,Glasses_AI_20,41-50
2770,Glasses,Search Engine,24,37,29,8,73200.99713141809,22008.084840879364,1,0.11784250900615234,0.8821574909938477,0.0116731932215974,610.008309428484,10980.149569712712,Glasses_Search Engine_24,31-40
2771,Pear,Design,33,49,48,1,112615.34599711651,24792.91,1,0.2207119840572343,0.7792880159427658,0.9272755109098504,938.4612166426377,0.0,Pear_Design_33,41-50
2772,Glasses,Search Engine,11,30,23,5,116438.9282712951,16897.63244851933,4,1.0,0.0,0.0,970.3244022607925,17465.839240694262,Glasses_Search Engine_11,21-30
2773,Pear,Design,37,36,30,6,76203.58595170062,19514.960386588045,3,0.6861488237542783,0.3138511762457217,0.2029904705448912,635.0298829308385,11430.537892755092,Pear_Design_37,31-40
2774,Cheerper,Support,17,34,32,2,73323.43257606227,24792.91,2,0.0,1.0,0.274285363140099,611.028604800519,0.0,Cheerper_Support_17,31-40
2775,Glasses,AI,53,45,42,3,44052.073601895056,18678.79123476022,1,0.8533574442003525,0.1466425557996475,1.0,367.10061334912547,6607.8110402842585,Glasses_AI_53,41-50
2776,Glasses,AI,1,42,39,2,129714.288336856,15916.544582803226,3,0.6218018217161951,0.37819817828380486,0.693849683360694,1080.9524028071335,0.0,Glasses_AI_1,41-50
2777,Cheerper,BigData,1,30,22,9,70749.85560225605,13090.733827293036,3,0.18383451006847817,0.8161654899315218,0.0,589.5821300188005,10612.478340338408,Cheerper_BigData_1,21-30
2778,Cheerper,Support,32,33,27,6,47906.9420863315,24792.91,1,0.17568108738365262,0.8243189126163474,0.5776015654884673,399.22451738609584,7186.041312949726,Cheerper_Support_32,31-40
2779,Pear,Sales,45,33,32,1,124677.58934774873,21210.12586324893,2,1.0,0.0,0.0516381142016553,1038.9799112312394,0.0,Pear_Sales_45,31-40
2780,Glasses,Design,15,49,43,6,153000.0,11678.172984746674,3,1.0,0.0,0.0,1275.0,22950.0,Glasses_Design_15,41-50
2781,Pear,Sales,5,43,38,4,145407.06715209305,21521.564390624462,1,0.8590458920782069,0.14095410792179308,0.1512890592549601,1211.7255596007756,21811.060072813958,Pear_Sales_5,41-50
2782,Glasses,Search Engine,56,34,32,3,70670.81213217854,20608.91203977156,3,0.4322106795272822,0.5677893204727178,0.1115406810818512,588.9234344348212,0.0,Glasses_Search Engine_56,31-40
2783,Glasses,AI,39,45,47,1,80306.78762218417,20782.260642711462,2,0.0097178376544523,0.9902821623455477,1.0,669.2232301848682,0.0,Glasses_AI_39,41-50
2784,Glasses,AI,65,40,40,1,60437.00122475154,14827.918841583922,4,0.1411645196700964,0.8588354803299036,1.0,503.64167687292957,0.0,Glasses_AI_65,31-40
2785,Pear,Design,16,36,33,3,101699.85508384185,21417.1555776723,2,0.4070528934281721,0.5929471065718279,0.6431219162330004,847.4987923653488,15254.978262576276,Pear_Design_16,31-40
2786,Glasses,Design,8,30,22,7,94196.1389427201,15918.868836365576,4,0.7869722755576316,0.2130277244423684,0.2115755297881482,784.9678245226677,14129.420841408015,Glasses_Design_8,21-30
2787,Cheerper,Search Engine,36,43,43,1,114634.46151194116,19409.206101695843,4,0.4703798193405264,0.5296201806594736,0.148622195185772,955.2871792661764,0.0,Cheerper_Search Engine_36,41-50
2788,Cheerper,Support,50,44,42,2,71727.97239259444,13706.764778079589,4,0.14902173927216777,0.8509782607278322,0.0813273186415474,597.7331032716204,0.0,Cheerper_Support_50,41-50
2789,Cheerper,Search Engine,34,49,48,2,90124.20145423872,20914.48982136649,2,0.7239892912282582,0.2760107087717418,0.8110424929252749,751.035012118656,0.0,Cheerper_Search Engine_34,41-50
2790,Glasses,Design,1,44,43,1,127717.3589905462,24792.91,1,0.2250158603370048,0.7749841396629952,0.8213617832612479,1064.3113249212183,0.0,Glasses_Design_1,41-50
2791,Glasses,BigData,47,44,39,5,64678.9467827578,20540.53400633924,2,0.32687283912257437,0.6731271608774256,0.3819408275778377,538.9912231896484,9701.84201741367,Glasses_BigData_47,41-50
2792,Pear,Sales,15,30,25,5,99942.64364517444,24792.91,1,0.5415565199538913,0.4584434800461087,0.7639626262531181,832.8553637097871,14991.396546776165,Pear_Sales_15,21-30
2793,Cheerper,BigData,16,37,29,8,92530.70984582164,24792.91,1,0.3261916773707263,0.6738083226292737,0.0533997004596571,771.0892487151804,13879.606476873245,Cheerper_BigData_16,31-40
2794,Glasses,Design,32,39,36,4,112977.69521777164,19483.911738961644,2,0.7749911211537175,0.2250088788462825,0.1241553202244059,941.4807934814304,16946.654282665746,Glasses_Design_32,31-40
2795,Pear,Design,46,33,30,3,51018.02411444932,16988.950096123917,3,0.096481746386662,0.903518253613338,0.9312904019612156,425.1502009537444,0.0,Pear_Design_46,31-40
2796,Glasses,AI,35,36,33,3,57478.566112149645,24792.91,1,0.6399986755167507,0.3600013244832493,0.9188320785203344,478.9880509345804,8621.784916822446,Glasses_AI_35,31-40
2797,Glasses,AI,5,39,36,3,121725.42586100571,18934.91136124051,2,0.4703449729104757,0.5296550270895243,0.0119059410510808,1014.3785488417143,18258.813879150857,Glasses_AI_5,31-40
2798,Cheerper,BigData,53,38,31,6,48547.008554354434,16654.61139875646,3,0.04768985518456759,0.9523101448154324,0.0538213631427085,404.55840461962026,7282.051283153165,Cheerper_BigData_53,31-40
2799,Cheerper,Support,26,30,22,7,56561.7116913813,14342.60811003708,3,0.5224219517335276,0.4775780482664724,0.4579541260726365,471.34759742817755,8484.256753707195,Cheerper_Support_26,21-30
2800,Cheerper,BigData,22,41,35,6,101529.42960683996,18655.886190530528,4,0.40547250343015717,0.5945274965698428,0.0,846.0785800569997,15229.414441025992,Cheerper_BigData_22,41-50
2801,Glasses,AI,57,48,40,8,67274.2312485573,13981.560807577953,2,0.5063810958833646,0.4936189041166354,0.0994946155407167,560.6185937379776,10091.134687283595,Glasses_AI_57,41-50
2802,Pear,Sales,45,48,45,3,122878.1214114614,16424.32599119534,2,0.827565082961537,0.17243491703846303,0.3969355806760988,1023.9843450955117,18431.71821171921,Pear_Sales_45,41-50
2803,Glasses,BigData,74,41,44,1,81041.21749802903,15299.102354862029,5,0.5834488055143593,0.4165511944856407,0.3637227007330643,675.3434791502419,0.0,Glasses_BigData_74,41-50
2804,Pear,Sales,1,32,27,5,114881.87105251131,14486.038333172097,5,0.8578900566350893,0.14210994336491067,0.940935937088222,957.3489254375944,0.0,Pear_Sales_1,31-40
2805,Cheerper,BigData,33,30,24,4,80765.40053631397,13231.620850234982,4,0.3262806739455799,0.6737193260544201,0.0,673.0450044692831,0.0,Cheerper_BigData_33,21-30
2806,Pear,Sales,33,31,29,2,119108.4369055416,24792.91,1,0.8682484036916271,0.13175159630837285,0.0920843163458881,992.5703075461801,17866.26553583124,Pear_Sales_33,31-40
2807,Glasses,Search Engine,5,32,28,5,81536.92018808369,17065.956795506278,2,0.2277538936455261,0.7722461063544739,0.7215642380246114,679.4743349006975,12230.538028212553,Glasses_Search Engine_5,31-40
2808,Pear,AI,77,43,41,2,44644.80822707397,18255.649320254382,2,0.8537384513259173,0.1462615486740827,0.94373744362433,372.04006855894977,0.0,Pear_AI_77,41-50
2809,Cheerper,Search Engine,28,44,41,3,119683.32887107357,18802.68651030021,3,0.5815190477542184,0.41848095224578163,0.0008109669533027,997.3610739256131,0.0,Cheerper_Search Engine_28,41-50
2810,Glasses,Search Engine,36,35,35,1,62447.23441392685,20797.373265489503,3,0.7988440759714676,0.2011559240285324,1.0,520.3936201160571,0.0,Glasses_Search Engine_36,31-40
2811,Glasses,AI,17,36,28,8,103102.43670708008,13481.929139662456,4,1.0,0.0,0.0,859.1869725590008,15465.365506062011,Glasses_AI_17,31-40
2812,Glasses,Design,55,39,34,5,73782.45815848492,13480.112680544016,3,0.3923715290500911,0.6076284709499089,0.6222236523486014,614.8538179873743,11067.368723772737,Glasses_Design_55,31-40
2813,Glasses,Search Engine,51,37,35,1,47517.75579226288,23240.80448098736,1,0.2399921334255657,0.7600078665744343,0.639501691905951,395.9812982688573,0.0,Glasses_Search Engine_51,31-40
2814,Glasses,Search Engine,52,44,36,8,69484.00066377748,23364.7280120992,1,0.07310772373343499,0.926892276266565,0.0568315080457434,579.0333388648123,10422.600099566622,Glasses_Search Engine_52,41-50
2815,Glasses,AI,1,30,22,9,114059.21907238908,23025.38490189114,1,0.6297553987643543,0.37024460123564573,0.0296333369001568,950.4934922699091,17108.88286085836,Glasses_AI_1,21-30
2816,Glasses,Search Engine,8,36,28,8,87435.21683776837,24792.91,1,0.2205130834787442,0.7794869165212558,0.1204429813635157,728.6268069814031,13115.282525665256,Glasses_Search Engine_8,31-40
2817,Glasses,AI,13,36,32,4,105153.5057823282,16238.002424904844,3,0.4663738984821971,0.5336261015178029,0.4101604921923558,876.2792148527351,15773.025867349228,Glasses_AI_13,31-40
2818,Cheerper,Support,68,47,41,6,40000.0,20240.72024786966,2,0.0,1.0,0.0590072705699668,333.3333333333333,6000.0,Cheerper_Support_68,41-50
2819,Pear,Sales,36,35,32,3,86985.26637136911,24113.738180324304,1,0.2744586622255233,0.7255413377744767,0.9008897826582378,724.8772197614094,13047.789955705366,Pear_Sales_36,31-40
2820,Glasses,BigData,47,32,29,2,57842.04816817034,19484.251969786223,4,0.2727380959536667,0.7272619040463333,0.6862504568002783,482.0170680680862,0.0,Glasses_BigData_47,31-40
2821,Cheerper,Search Engine,36,39,37,2,103145.35576347743,20766.406917056604,2,0.37705543331485214,0.6229445666851479,0.0820503280543509,859.544631362312,0.0,Cheerper_Search Engine_36,31-40
2822,Cheerper,Support,8,31,22,9,55275.20378130382,17897.25303630913,2,0.0,1.0,0.0,460.62669817753186,8291.280567195572,Cheerper_Support_8,31-40
2823,Glasses,Search Engine,80,35,31,4,40000.0,10106.54802447782,4,0.9235219643013083,0.0764780356986917,1.0,333.3333333333333,0.0,Glasses_Search Engine_80,31-40
2824,Cheerper,Support,50,30,22,9,40000.0,14538.9171957849,3,0.02133659820284961,0.9786634017971504,0.0,333.3333333333333,6000.0,Cheerper_Support_50,21-30
2825,Cheerper,Support,68,41,34,7,40000.0,19503.78636315083,3,0.0,1.0,0.3431588448448152,333.3333333333333,6000.0,Cheerper_Support_68,41-50
2826,Glasses,AI,18,33,27,6,96583.88494431991,16728.043912854235,3,0.5399208560352148,0.4600791439647852,0.5901128164862273,804.8657078693327,14487.582741647986,Glasses_AI_18,31-40
2827,Glasses,Search Engine,53,41,36,5,40000.0,24792.91,1,0.7858758074082826,0.2141241925917175,1.0,333.3333333333333,6000.0,Glasses_Search Engine_53,41-50
2828,Glasses,BigData,19,41,37,4,85896.42330030199,19198.5510343508,3,0.4727488669725315,0.5272511330274685,0.4253271192414489,715.8035275025167,12884.463495045298,Glasses_BigData_19,41-50
2829,Glasses,AI,37,38,34,3,87762.37798373944,21425.47250974547,3,0.2746797406046502,0.7253202593953498,0.8022265588860034,731.3531498644953,0.0,Glasses_AI_37,31-40
2830,Cheerper,AI,1,30,22,9,136677.64666198456,9000.0,5,1.0,0.0,0.0,1138.9803888498714,20501.64699929768,Cheerper_AI_1,21-30
2831,Glasses,Design,10,32,25,8,114714.25348345713,17961.152558389127,2,0.980316597940808,0.019683402059191946,0.0,955.9521123621429,17207.138022518568,Glasses_Design_10,31-40
2832,Pear,Design,12,36,30,5,93291.70923383949,13335.12968997185,3,0.5101113726661297,0.4898886273338703,0.8406349506347859,777.4309102819957,13993.756385075923,Pear_Design_12,31-40
2833,Cheerper,Search Engine,56,40,34,6,60166.64837362733,22479.26053451827,1,0.0,1.0,0.0,501.3887364468944,9024.997256044098,Cheerper_Search Engine_56,31-40
2834,Cheerper,Support,37,30,23,6,46826.811733033945,20954.56855811883,3,0.0,1.0,0.0655228731203801,390.22343110861624,7024.0217599550915,Cheerper_Support_37,21-30
2835,Glasses,AI,23,38,32,7,71843.62062181288,24440.612688258585,1,0.45775116229733004,0.54224883770267,0.4146578485412892,598.6968385151073,10776.543093271932,Glasses_AI_23,31-40
2836,Pear,Sales,21,40,33,7,128066.8140297672,17584.594630938514,1,1.0,0.0,0.0079200767599022,1067.22345024806,19210.02210446508,Pear_Sales_21,31-40
2837,Glasses,AI,27,35,28,7,84060.8019015885,20722.71713611945,2,0.4754193673906229,0.5245806326093772,0.3058090841301199,700.5066825132375,12609.120285238274,Glasses_AI_27,31-40
2838,Cheerper,Support,34,37,29,8,40000.0,17638.56964058919,3,0.0,1.0,0.446813468039742,333.3333333333333,6000.0,Cheerper_Support_34,31-40
2839,Glasses,AI,40,39,34,5,81028.81915323091,24620.928467048878,1,0.4635747716222831,0.5364252283777169,0.0546430934379347,675.2401596102576,12154.322872984636,Glasses_AI_40,31-40
2840,Cheerper,Support,30,43,40,3,75176.554727751,11386.490882415794,4,0.0,1.0,0.0,626.471289397925,0.0,Cheerper_Support_30,41-50
2841,Pear,AI,29,45,42,3,65114.48500923306,22989.98032059175,1,0.9114910788867766,0.0885089211132234,1.0,542.6207084102756,9767.172751384958,Pear_AI_29,41-50
2842,Cheerper,Support,30,43,38,5,81634.8551119619,11913.51394208962,3,0.26644106778456655,0.7335589322154334,0.1680534912215747,680.2904592663491,12245.228266794284,Cheerper_Support_30,41-50
2843,Cheerper,Support,12,35,29,6,75508.31029704903,15317.03160093654,4,0.5739677421670333,0.4260322578329667,0.319606328264887,629.2359191420752,11326.246544557354,Cheerper_Support_12,31-40
2844,Pear,Sales,31,30,22,5,98248.6471229101,17139.460567921124,3,0.8959437778771677,0.10405622212283228,0.1453505697723958,818.7387260242508,14737.297068436515,Pear_Sales_31,21-30
2845,Cheerper,BigData,50,37,31,6,68744.49149655082,18635.52811860401,2,0.0,1.0,0.0,572.8707624712569,10311.673724482624,Cheerper_BigData_50,31-40
2846,Glasses,AI,42,37,32,5,86473.10604542866,18377.75281188373,3,0.3932618847692999,0.6067381152307001,0.0,720.6092170452389,12970.9659068143,Glasses_AI_42,31-40
2847,Pear,AI,1,41,36,5,93724.65634346264,15395.440159082653,2,0.1797166952416914,0.8202833047583086,0.968521001665064,781.0388028621887,14058.698451519396,Pear_AI_1,41-50
2848,Pear,Design,51,44,41,3,90635.70690602263,13017.86796991912,5,1.0,0.0,0.6176683712927543,755.2975575501887,0.0,Pear_Design_51,41-50
2849,Glasses,BigData,35,46,44,2,74241.29532641375,20293.916469884312,2,0.4795267539891366,0.5204732460108634,0.7060688425984671,618.6774610534479,0.0,Glasses_BigData_35,41-50
2850,Glasses,Search Engine,1,32,27,5,107853.17042483392,22051.059644775185,2,0.6942480848406636,0.3057519151593364,0.4665080276248866,898.7764202069494,16177.975563725087,Glasses_Search Engine_1,31-40
2851,Pear,Sales,14,30,22,7,112712.90374853132,22545.72173809741,2,1.0,0.0,0.0,939.2741979044276,16906.935562279697,Pear_Sales_14,21-30
2852,Glasses,AI,59,30,22,5,51487.97809023886,19542.41201404595,4,0.3685516184143964,0.6314483815856036,0.3682531206677466,429.0664840853239,7723.196713535828,Glasses_AI_59,21-30
2853,Cheerper,Support,23,30,22,9,40000.0,18966.18050768777,4,0.0,1.0,0.0,333.3333333333333,6000.0,Cheerper_Support_23,21-30
2854,Pear,AI,57,30,30,1,61845.57733246889,14712.911536700449,4,0.2253202739153545,0.7746797260846455,1.0,515.3798111039074,0.0,Pear_AI_57,21-30
2855,Pear,Design,43,35,31,4,75286.48354591751,18296.53143906178,2,0.2666102418902496,0.7333897581097504,0.6898368250703515,627.3873628826459,11292.972531887626,Pear_Design_43,31-40
2856,Pear,Sales,1,31,23,7,124098.80958761064,24792.91,1,1.0,0.0,0.0326472397950815,1034.156746563422,18614.821438141596,Pear_Sales_1,31-40
2857,Glasses,Design,42,44,37,8,55588.90883072882,22460.1048932852,1,0.7258171061955584,0.2741828938044416,0.8867726094272128,463.2409069227402,8338.336324609323,Glasses_Design_42,41-50
2858,Glasses,AI,62,49,48,3,98877.64134787548,9000.0,4,0.7093711810197791,0.29062881898022086,0.1023698219051921,823.980344565629,0.0,Glasses_AI_62,41-50
2859,Glasses,Search Engine,15,35,31,3,83167.3594997457,14106.096474831264,3,0.6074098904771426,0.3925901095228575,0.6297705181369977,693.0613291645476,0.0,Glasses_Search Engine_15,31-40
2860,Pear,Design,8,33,27,7,84615.88598342524,24792.91,1,0.267164239602011,0.7328357603979889,0.936929438102422,705.1323831952103,12692.382897513786,Pear_Design_8,31-40
2861,Cheerper,Support,80,30,23,7,40000.0,13870.155725918954,4,0.0,1.0,0.4613941047394636,333.3333333333333,6000.0,Cheerper_Support_80,21-30
2862,Glasses,Search Engine,49,47,48,1,102005.27239983034,16876.394130533987,4,0.503131063130309,0.496868936869691,0.2280717211978972,850.043936665253,0.0,Glasses_Search Engine_49,41-50
2863,Cheerper,BigData,16,30,22,9,80744.98786246768,13883.416960247723,5,0.7036968561652373,0.29630314383476275,0.0,672.8748988538973,12111.748179370152,Cheerper_BigData_16,21-30
2864,Pear,Sales,17,49,48,1,125501.47710519066,22427.179040541843,1,0.3888064129478718,0.6111935870521281,0.8450081106809653,1045.8456425432555,0.0,Pear_Sales_17,41-50
2865,Glasses,BigData,75,47,48,1,72463.10479719022,19075.428078057463,4,0.284004252803126,0.715995747196874,0.2546651822142445,603.8592066432518,0.0,Glasses_BigData_75,41-50
2866,Cheerper,Support,69,35,29,6,45494.78662498791,18097.03429167797,3,0.0,1.0,0.0,379.12322187489923,6824.217993748186,Cheerper_Support_69,31-40
2867,Cheerper,BigData,44,38,30,8,57388.838384301176,22277.271013878344,1,0.0,1.0,0.0,478.2403198691765,8608.325757645176,Cheerper_BigData_44,31-40
2868,Cheerper,BigData,64,49,46,4,61389.04582696676,14318.057901520277,3,0.4569077271170754,0.5430922728829246,0.4103537264278842,511.57538189138967,9208.356874045014,Cheerper_BigData_64,41-50
2869,Pear,Sales,18,35,31,4,82610.46725106201,17234.578185065842,2,0.2684479224860817,0.7315520775139184,0.9199440897719564,688.4205604255168,12391.570087659302,Pear_Sales_18,31-40
2870,Pear,Sales,47,38,36,3,126726.7192426282,12262.339979096118,4,1.0,0.0,0.0,1056.0559936885684,0.0,Pear_Sales_47,31-40
2871,Cheerper,Support,38,39,35,4,44663.88663360061,14962.597135003149,3,0.7243088099286584,0.2756911900713416,1.0,372.1990552800051,6699.582995040091,Cheerper_Support_38,31-40
2872,Cheerper,Support,19,33,25,8,49785.77248905593,24109.78985782009,2,0.084944044571033,0.915055955428967,0.2717879579825998,414.88143740879946,7467.86587335839,Cheerper_Support_19,31-40
2873,Glasses,AI,54,41,34,6,46635.14913696978,22387.30643055675,1,0.6262627176467853,0.3737372823532147,0.8405090425227417,388.62624280808154,6995.272370545467,Glasses_AI_54,41-50
2874,Cheerper,BigData,1,47,42,4,118451.32479038012,12499.629898487958,3,0.4710783498516903,0.5289216501483097,0.3146132144418483,987.0943732531678,17767.698718557018,Cheerper_BigData_1,41-50
2875,Glasses,Search Engine,28,41,36,5,91823.98507250698,18992.47686575277,1,0.3489915929982137,0.6510084070017863,0.1048605687365993,765.1998756042249,13773.597760876048,Glasses_Search Engine_28,41-50
2876,Glasses,Search Engine,12,31,22,9,91583.77483796907,17549.973441678794,2,0.7112816360455192,0.2887183639544808,0.0,763.1981236497423,13737.56622569536,Glasses_Search Engine_12,31-40
2877,Glasses,AI,34,41,40,1,129283.41664286568,20301.710996048627,4,1.0,0.0,0.0,1077.361805357214,0.0,Glasses_AI_34,41-50
2878,Glasses,BigData,37,39,34,5,78081.7712107421,19750.674392975925,4,0.5767404675104602,0.4232595324895398,0.1740850838465906,650.6814267561841,11712.265681611314,Glasses_BigData_37,31-40
